salario_bruto,seniority,experiencia,nivel_estudios,estado_estudios,lenguajes,genero,es_dolarizado
2400000.0,Junior,2,Universitario,Completo,TypeScript,Mujer Cis,False
3757416.0,Senior,20,Terciario,Completo,Ninguno de los anteriores,Hombre Cis,False
2800000.0,Senior,25,Terciario,Completo,".NET, Bash/Shell, Groovy, SQL",Hombre Cis,False
3400000.0,Senior,25,Universitario,Completo,".NET, C#, Python",Hombre Cis,False
4000000.0,Senior,15,,,"Java, Kotlin, TypeScript",Hombre Cis,False
4019696.0,Senior,13,Universitario,Completo,"Javascript, Python",Hombre Cis,False
1300000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
5434638.0,Semi-Senior,4,Maestría,En curso,"Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,False
1400000.0,Junior,2,,,"CSS, Dart, HTML, Java, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
1966000.0,Senior,20,,,"Bash/Shell, PHP, Python, SQL",Hombre Cis,False
2000000.0,Semi-Senior,5,,,"C++, Dart, HTML, PHP, Python, SQL",Queer,False
4300000.0,Senior,20,Universitario,Completo,".NET, C#, Delphi, Java, SQL",Hombre Cis,False
2000000.0,Semi-Senior,4,,,"Javascript, TypeScript",Hombre Cis,False
2345000.0,Semi-Senior,3,,,"Javascript, SQL, TypeScript",Hombre Cis,False
2720803.26,Senior,25,,,"Bash/Shell, Python, SQL, pl/pgsql",Hombre Cis,False
2900000.0,Senior,15,,,"Bash/Shell, Java, Python",Hombre Cis,False
5058085.0,Senior,19,,,".NET, Bash/Shell, COBOL, Delphi, HTML, Javascript, PHP, Python, SQL, VBA",Hombre Cis,False
500000.0,Senior,38,,,"Arduino, C++, HTML, Java, PHP",Mujer Cis,False
8000000.0,Semi-Senior,5,Universitario,Completo,SQL,Hombre Cis,False
4200000.0,Semi-Senior,5,,,"HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
5000000.0,Senior,15,,,Ninguno de los anteriores,Mujer Cis,False
3571537.86,Semi-Senior,5,,,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
3528730.0,Semi-Senior,4,Universitario,Completo,".NET, C#, Java, SQL, VBA",Mujer Cis,False
4276378.0,Senior,11,Universitario,Completo,"Go, Python",Hombre Cis,False
4850000.0,Semi-Senior,3,Universitario,Completo,"Python, SQL",Mujer Cis,False
3160000.0,Senior,20,Terciario,Completo,"Python, SQL",Hombre Cis,False
3300000.0,Junior,1,,,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",Hombre Cis,False
7000000.0,Senior,21,,,Powershell,Hombre Cis,False
6700000.0,Senior,22,,,"Bash/Shell, CSS, HTML, Javascript, Smalltalk",Hombre Cis,False
2500000.0,Senior,10,,,"CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
6900000.0,Senior,8,Universitario,Completo,"Bash/Shell, Go, Javascript, Python, TypeScript",Hombre Cis,False
3069000.0,Senior,15,Universitario,Completo,"Fortinet, Zabbix",Hombre Cis,False
1800000.0,Semi-Senior,3,,,SQL,Hombre Cis,False
420000.0,Junior,2,,,"CSS, HTML, PHP, SQL",Mujer Cis,False
2600000.0,Senior,25,,,".NET, ABAP, C++, Java, Javascript, Python, SQL",Hombre Cis,False
5500000.0,Senior,21,,,"Bash/Shell, Perl, PHP, Python, SQL",Hombre Cis,False
4500000.0,Senior,10,,,"HTML, Javascript, Ruby, TypeScript",Hombre Cis,False
620000.0,Junior,0,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
1650000.0,Senior,13,Universitario,Completo,"SQL, Progress",Mujer Cis,False
3200000.0,Senior,6,Posgrado/Especialización,Completo,"CSS, HTML",Mujer Cis,False
7000000.0,Semi-Senior,5,Universitario,Completo,"Java, Javascript, SQL, GOSU",Hombre Cis,False
3500000.0,Semi-Senior,5,,,"Bash/Shell, Python",Hombre Cis,False
2800000.0,Senior,6,,,Python,Mujer Cis,False
4500000.0,Semi-Senior,4,,,".NET, C#, CSS, HTML, Javascript, SQL, VBA",Mujer Cis,False
2100000.0,Senior,10,,,"Javascript, Python",Hombre Cis,False
6714190.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,False
1500000.0,Semi-Senior,3,,,".NET, Bash/Shell, C#, Javascript, SQL, TypeScript",Hombre Cis,False
3500000.0,Semi-Senior,3,,,Python,Hombre Cis,False
2800000.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,False
850000.0,Senior,30,Terciario,Completo,SQL,Hombre Cis,False
2039535.68,Senior,17,Universitario,Completo,"Java, Javascript, PHP, SQL",Hombre Cis,False
3500000.0,Senior,38,Universitario,Completo,"Arduino, C#, COBOL, Javascript, Python, SQL, TypeScript, VBA",Hombre Cis,False
1898717.0,Semi-Senior,3,,,".NET, C#, HTML, Javascript, SQL",Hombre Cis,False
2828517.99,Senior,20,,,"Python, SQL",Hombre Cis,False
4200000.0,Senior,12,,,".NET, HTML, SQL, VBA",Hombre Cis,False
2336457.0,Senior,20,Terciario,Completo,Ninguno de los anteriores,Hombre Cis,False
2000000.0,Senior,32,,,"Bash/Shell, CSS, HTML, Javascript, Python",No binarie,False
3850000.0,Senior,9,,,"Bash/Shell, PHP, Python, SQL",Hombre Cis,False
4045376.74,Senior,20,,,"CSS, HTML, Javascript, PHP",Hombre Cis,False
3500000.0,Senior,12,,,"Javascript, Python, R, SQL",Hombre Cis,False
3411000.0,Senior,9,,,"Java, SQL",Hombre Cis,False
3000000.0,Semi-Senior,5,,,"Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,False
3900000.0,Senior,20,,,"Bash/Shell, CSS, HTML, SQL",Hombre Cis,False
1522238.44,Semi-Senior,4,Universitario,En curso,"Javascript, Python, TypeScript",Hombre Cis,False
3500000.0,Senior,20,,,"Java, SQL, Genexus",Hombre Cis,False
2496130.11,Senior,15,Posgrado/Especialización,Incompleto,"Bash/Shell, Perl, Python, SQL",Hombre Cis,False
3400000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,False
6500000.0,Senior,20,,,".NET, Bash/Shell, CSS, Go, HTML, Java, Javascript, Python, SQL, Swift",Hombre Cis,False
1800000.0,Senior,6,,,SQL,Hombre Cis,False
4500000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
3000000.0,Senior,21,Universitario,Completo,SQL,Hombre Cis,False
1600000.0,Junior,1,Terciario,Completo,"CSS, Dart, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
8000000.0,Senior,20,Maestría,Completo,"HTML, PHP, Python, SQL",Hombre Cis,False
3360050.0,Senior,13,,,"Bash/Shell, HTML, PHP, Python, SQL",Hombre Cis,False
1749905.15,Semi-Senior,3,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
1800000.0,Junior,2,,,"CSS, HTML, Javascript",Mujer Cis,False
3700000.0,Semi-Senior,5,,,"Javascript, SQL, TypeScript",No binarie,False
1700000.0,Semi-Senior,3,,,"CSS, HTML, SQL",Hombre Cis,False
2000000.0,Semi-Senior,3,,,"Javascript, Python, SQL",Hombre Cis,False
3393000.0,Senior,6,,,"Perl, SQL",Mujer Cis,False
4700000.0,Senior,8,Universitario,Incompleto,Ninguno de los anteriores,Mujer Cis,False
2878000.0,Senior,10,Universitario,Incompleto,".NET, C#, HTML, Javascript, SQL",Hombre Cis,False
1070000.0,Semi-Senior,4,,,"C#, Dart, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
5500000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
2030000.0,Senior,6,Terciario,En curso,Ninguno de los anteriores,Mujer Cis,False
3700000.0,Senior,12,,,Ninguno de los anteriores,Hombre Cis,False
2372698.0,Senior,7,,,Ninguno de los anteriores,Mujer Cis,False
1803460.0,Junior,2,,,".NET, C#, HTML, Javascript",Hombre Cis,False
2948900.0,Senior,6,,,".NET, C#, HTML, Javascript",Mujer Cis,False
1080723.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,False
8700000.0,Senior,15,,,"Go, Groovy, Java, Javascript, Python, SQL",Mujer Cis,False
2105550.0,Semi-Senior,5,,,SQL,Hombre Cis,False
2100000.0,Senior,40,,,".NET, C#, CSS, HTML, Java, Javascript, Perl, PHP, Python, SQL, VBA",Hombre Cis,False
4900000.0,Senior,17,,,".NET, C#, SQL",Hombre Cis,False
7100000.0,Senior,24,Terciario,Incompleto,RPG,Hombre Cis,False
3920745.0,Semi-Senior,4,Universitario,Completo,"Python, SQL",Hombre Cis,False
2300000.0,Semi-Senior,4,,,"Python, SQL, Apex",Hombre Cis,False
2500000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
1801097.0,Junior,2,,,".NET, C#, HTML",Hombre Cis,False
2800000.0,Senior,10,,,Ninguno de los anteriores,Prefiero no decir,False
4267238.0,Senior,6,Maestría,Completo,"SQL, RPG, ILE",Mujer Cis,False
1740000.0,Senior,10,Terciario,En curso,"Javascript, PHP, SQL",Hombre Cis,False
6400000.0,Senior,8,,,"Soy diseñadora, no programo.",Mujer Cis,False
4000000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
3500000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, PHP, SQL, VBA",Hombre Cis,False
2000000.0,Semi-Senior,4,,,"Javascript, SQL, VB Script",Hombre Cis,False
2500522.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
2000000.0,Senior,16,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
3000000.0,Semi-Senior,3,,,"Java, Python, SQL",Hombre Cis,False
2389000.0,Semi-Senior,5,,,"Python, SQL",Mujer Cis,False
5748504.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
1900000.0,Junior,2,,,"Python, SQL",Hombre Cis,False
4500000.0,Senior,15,Universitario,Completo,Bash/Shell,Hombre Cis,False
3133846.0,Senior,6,,,"CSS, HTML, Javascript, PHP, Python, SQL, VBA",Hombre Cis,False
2500000.0,Senior,16,,,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",Hombre Cis,False
2796000.0,Semi-Senior,4,,,"Dart, SQL",Hombre Cis,False
1037000.0,Semi-Senior,3,,,"CSS, HTML, Javascript",Hombre Cis,False
2400000.0,Semi-Senior,4,Universitario,Completo,"Java, Kotlin",Hombre Cis,False
2800000.0,Junior,1,,,"Javascript, SQL, TypeScript",Hombre Cis,False
2600000.0,Semi-Senior,5,,,"Bash/Shell, Python",Hombre Cis,False
1900000.0,Semi-Senior,5,Universitario,En curso,"Bash/Shell, PHP, Python, SQL",Hombre Cis,False
3700000.0,Senior,16,,,"HTML, Java, Javascript",Hombre Cis,False
3200000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
2600000.0,Senior,21,,,Ninguno de los anteriores,Hombre Cis,False
2883990.0,Semi-Senior,3,Universitario,Completo,".NET, C#, SQL",Hombre Cis,False
4025000.0,Senior,6,,,SQL,Hombre Cis,False
7000000.0,Senior,20,,,".NET, C#",Hombre Cis,False
1800000.0,Semi-Senior,3,Universitario,Completo,"Python, SQL",Hombre Cis,False
1009000.0,Junior,1,Universitario,En curso,"Bash/Shell, Javascript, SQL, TypeScript",Hombre Cis,False
5254300.0,Senior,35,,,".NET, ABAP, Bash/Shell, C#, Java, Javascript, Python, SQL",Hombre Cis,False
1900000.0,Semi-Senior,4,,,"Java, SQL",Mujer Cis,False
5500000.0,Senior,15,,,".NET, COBOL, CSS, HTML, Java, Javascript, SQL, VBA",Hombre Cis,False
4600000.0,Semi-Senior,5,,,"CSS, HTML, Javascript",Mujer Cis,False
3500000.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,False
4216601.0,Semi-Senior,3,,,"CSS, HTML, PHP, SQL",Hombre Cis,False
3000000.0,Semi-Senior,5,,,"Python, SQL",Hombre Cis,False
1445783.0,Semi-Senior,3,,,"Java, Javascript, TypeScript",Hombre Cis,False
2200000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
2514000.0,Semi-Senior,3,,,"Python, SQL",Hombre Cis,False
2400000.0,Senior,15,,,SQL,Hombre Cis,False
4200000.0,Senior,25,,,".NET, Arduino, C++, C#, CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
1800000.0,Semi-Senior,4,Universitario,En curso,"C++, Java, Kotlin, Python",Mujer Cis,False
4200000.0,Semi-Senior,4,,,"Bash/Shell, C, Groovy, Python",Hombre Cis,False
2680000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Senior,40,,,Javascript,Mujer Cis,False
2478000.0,Junior,2,Universitario,En curso,"Smalltalk, SQL",Mujer Cis,False
3200000.0,Senior,6,Universitario,Completo,"CSS, HTML, Java, TypeScript",Hombre Cis,False
2500000.0,Semi-Senior,4,Universitario,Completo,".NET, HTML, Javascript, TypeScript",Hombre Cis,False
2000000.0,Semi-Senior,3,,,Javascript,No binarie,False
3600000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,False
2300000.0,Junior,2,,,"Python, SQL",Hombre Cis,False
2140560.0,Senior,16,,,"CSS, Javascript, PHP, TypeScript",Hombre Cis,False
1108556.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,False
2000000.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,False
3440833.0,Senior,22,,,".NET, C#, CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
1179363.0,Junior,0,Terciario,En curso,"Apex, SOQL",Hombre Cis,False
1704000.0,Junior,1,,,"R, VBA",Hombre Cis,False
609986.0,Senior,9,,,"Bash/Shell, Python",Hombre Cis,False
4600000.0,Semi-Senior,5,,,".NET, C#, SQL",Hombre Cis,False
1750000.0,Junior,2,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
2300000.0,Semi-Senior,3,Posgrado/Especialización,Completo,Ninguno de los anteriores,Mujer Cis,False
3097000.0,Senior,18,Terciario,Completo,"Ruby, Powershell",Hombre Cis,False
3666666.0,Semi-Senior,5,Universitario,Incompleto,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
2850000.0,Senior,22,,,"Python, SQL",Hombre Cis,False
2600000.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,False
2500000.0,Senior,8,,,".NET, C#, Javascript, SQL",Hombre Cis,False
3600000.0,Semi-Senior,3,,,Ninguno de los anteriores,Hombre Cis,False
3500000.0,Semi-Senior,4,Terciario,Completo,".NET, C#, CSS, HTML, Javascript",Hombre Cis,False
4300000.0,Senior,20,,,ABAP,Hombre Cis,False
4198944.0,Senior,15,,,"C++, Python",Hombre Cis,False
3010000.0,Semi-Senior,3,,,"Go, Java, Kotlin",Mujer Cis,False
1500000.0,Senior,15,,,"PHP, Python",Mujer Cis,False
3100000.0,Semi-Senior,4,,,"Python, SQL",Hombre Cis,False
3000000.0,Senior,8,Posgrado/Especialización,Completo,"Bash/Shell, Go, HTML, PHP, Python",Hombre Cis,False
2900000.0,Semi-Senior,5,Universitario,En curso,"Javascript, Python, SQL",Hombre Cis,False
3600000.0,Senior,18,,,"Groovy, Python",Hombre Cis,False
8500000.0,Senior,7,Universitario,Completo,"CSS, HTML, Java, Javascript, TypeScript",Hombre Cis,False
534688.0,Semi-Senior,3,Terciario,En curso,Python,Hombre Cis,False
2100000.0,Senior,28,,,Python,Hombre Cis,False
8100000.0,Senior,28,,,Ninguno de los anteriores,Hombre Cis,False
2100000.0,Senior,8,,,Ninguno de los anteriores,Mujer Cis,False
1000000.0,Semi-Senior,3,Terciario,Incompleto,"CSS, HTML, Javascript, SQL",Hombre Cis,False
4700000.0,Senior,7,Universitario,Completo,".NET, C#, CSS, Dart, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
2000000.0,Senior,15,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
5800000.0,Senior,7,,,"Bash/Shell, Python",Hombre Cis,False
5200000.0,Senior,6,,,Swift,Hombre Cis,False
3200000.0,Senior,20,,,Ninguno de los anteriores,Mujer Cis,False
203000.0,Semi-Senior,4,,,"Python, SQL",Hombre Cis,False
1250000.0,Junior,0,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
4600000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
1870953.0,Semi-Senior,5,,,".NET, CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
1700000.0,Junior,1,,,"CSS, HTML, Java, Javascript",Hombre Cis,False
4124367.0,Senior,10,Terciario,Completo,"Bash/Shell, Python",Hombre Cis,False
3640000.0,Senior,6,,,"Kotlin, TypeScript",Mujer Cis,False
2000000.0,Semi-Senior,5,Universitario,Incompleto,"C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
3000000.0,Semi-Senior,5,,,"CSS, HTML, Javascript",Hombre Cis,False
10000000.0,Senior,18,,,"HTML, Java, SQL",Hombre Cis,False
1800000.0,Semi-Senior,4,,,"Javascript, PHP",Hombre Cis,False
2167000.0,Semi-Senior,3,,,"HTML, Javascript, SQL",Mujer Cis,False
5800000.0,Senior,12,,,"PHP, Python",Hombre Cis,False
2384388.93,Semi-Senior,4,Universitario,Completo,"Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2600000.0,Semi-Senior,4,Universitario,Completo,"C, C++, Python, SQL",Hombre Cis,False
1776312.0,Junior,2,Universitario,Completo,"CSS, HTML, Javascript, PHP",Hombre Cis,False
5000000.0,Semi-Senior,5,,,HTML,Hombre Cis,False
2250000.0,Senior,6,,,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
4500000.0,Senior,10,Universitario,Completo,"Bash/Shell, Java",Hombre Cis,False
3700000.0,Semi-Senior,4,,,"Bash/Shell, Javascript, PHP, Python",Hombre Cis,False
3000000.0,Junior,2,Universitario,Completo,"Bash/Shell, Rust, Solidity",Hombre Cis,False
3400000.0,Senior,15,Terciario,En curso,Bash/Shell,Hombre Cis,False
1643100.0,Junior,2,,,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",Mujer Cis,False
1825959.0,Semi-Senior,3,Terciario,En curso,Ninguno de los anteriores,Mujer Cis,False
3600000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,False
5700000.0,Senior,20,Maestría,En curso,Ninguno de los anteriores,Hombre Cis,False
3656183.0,Senior,20,Universitario,Incompleto,"CSS, HTML, Java, Javascript, SQL, TypeScript",Mujer Cis,False
2400000.0,Senior,35,,,"Bash/Shell, SQL",Hombre Cis,False
2800000.0,Semi-Senior,4,,,"CSS, HTML, Javascript, TypeScript",Mujer Cis,False
2600000.0,Semi-Senior,4,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
3200000.0,Senior,17,,,".NET, C#, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
2924312.16,Semi-Senior,3,Maestría,Completo,"Python, SQL",Hombre Cis,False
3150000.0,Senior,10,Universitario,Completo,Powerbuilder 19,Hombre Cis,False
3450000.0,Semi-Senior,5,,,"Arduino, C#, CSS, HTML, Javascript, PHP, Python",Hombre Cis,False
6180000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
2840000.0,Senior,39,,,SQL,Hombre Cis,False
2300000.0,Semi-Senior,5,,,"ABAP, HTML, Javascript",Mujer Cis,False
2800000.0,Semi-Senior,5,Universitario,Incompleto,"CSS, HTML, Java, Javascript",Hombre Cis,False
2500000.0,Senior,6,,,".NET, C#, SQL",Hombre Cis,False
1357116.0,Junior,2,,,SQL,Mujer Cis,False
1823000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,False
5110000.0,Senior,17,Maestría,Completo,"Python, R, SQL",Mujer Cis,False
4300000.0,Senior,17,,,Ninguno de los anteriores,Hombre Cis,False
6000000.0,Senior,8,,,"Bash/Shell, CSS, HTML, Java, Javascript, Python, Scala, SQL, TypeScript",Hombre Cis,False
1700000.0,Senior,11,Universitario,Completo,"Python, SQL",Mujer Cis,False
3057227.0,Semi-Senior,5,,,".NET, C#, CSS, SQL, TypeScript",Hombre Cis,False
1784197.0,Senior,7,Terciario,Completo,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Mujer Cis,False
1112805.0,Semi-Senior,4,Universitario,Completo,"CSS, HTML, Javascript, SQL",Hombre Cis,False
1800000.0,Semi-Senior,3,,,".NET, Javascript, Kotlin",Mujer Cis,False
2252166.15,Semi-Senior,5,,,"HTML, Javascript, PHP, SQL",Hombre Cis,False
2950640.0,Senior,7,,,"HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2650600.0,Senior,13,Universitario,Completo,C#,Hombre Cis,False
2400000.0,Senior,25,,,"HTML, Javascript, PHP, Python, TypeScript",Hombre Cis,False
5678823.89,Semi-Senior,4,,,"CSS, HTML, Java, Javascript, Python, SQL, TypeScript",Mujer Cis,False
10310527.52,Senior,9,Universitario,Completo,Python,Hombre Cis,False
2300000.0,Semi-Senior,3,Universitario,Incompleto,"Bash/Shell, SQL, TypeScript",Hombre Cis,False
1500000.0,Junior,2,,,"Python, SQL",Hombre Cis,False
1645758.0,Semi-Senior,4,Terciario,Completo,Arduino,Hombre Cis,False
3500000.0,Senior,15,,,"Javascript, PHP",Hombre Cis,False
6122324.0,Senior,12,,,Ninguno de los anteriores,Mujer Cis,False
2955907.0,Senior,17,Terciario,Completo,"CSS, HTML, Javascript",Hombre Cis,False
3300000.0,Semi-Senior,3,Terciario,Incompleto,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
8000000.0,Senior,9,,,"Javascript, Python, TypeScript",Hombre Cis,False
2400000.0,Semi-Senior,4,Universitario,Incompleto,"Bash/Shell, C++",Hombre Cis,False
4000000.0,Senior,7,,,Java,Hombre Cis,False
1400000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,False
1700000.0,Senior,6,,,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Senior,10,,,"Javascript, TypeScript",Mujer Cis,False
2700000.0,Senior,30,,,".NET, Bash/Shell",Prefiero no decir,False
1300000.0,Senior,10,,,Bash/Shell,Hombre Cis,False
3500000.0,Senior,9,,,ABAP,Mujer Cis,False
7700000.0,Senior,15,,,"C#, Go, Groovy, HTML, Java, Javascript, Kotlin, Matlab, PHP, SQL, TypeScript",Hombre Cis,False
990000.0,Junior,1,,,"Javascript, SQL, TypeScript",Hombre Cis,False
6300000.0,Senior,9,Universitario,Incompleto,"Javascript, SQL, TypeScript",Mujer Cis,False
4852907.0,Senior,10,Universitario,Completo,"Go, Java",Hombre Cis,False
4900000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
1800000.0,Semi-Senior,3,,,"C#, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
4200000.0,Senior,6,,,"Python, SQL",Mujer Cis,False
1129000.0,Junior,2,,,Ninguno de los anteriores,Hombre Cis,False
1500000.0,Senior,26,,,Ninguno de los anteriores,Hombre Cis,False
1400000.0,Semi-Senior,3,,,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,False
4580000.0,Semi-Senior,4,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
2100000.0,Senior,7,Universitario,Completo,"Javascript, PHP, TypeScript",Hombre Cis,False
3200000.0,Semi-Senior,5,,,Java,Mujer Cis,False
3100000.0,Semi-Senior,3,,,"C#, CSS, HTML, Javascript, SQL",Mujer Cis,False
1334000.0,Semi-Senior,4,,,"Javascript, SQL",Mujer Cis,False
4131000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,False
3399083.0,Senior,7,Universitario,Completo,"Arduino, Bash/Shell, C, C++, Python",Hombre Cis,False
2900000.0,Senior,14,,,Dart,Hombre Cis,False
2810000.0,Senior,9,Universitario,En curso,"C, Groovy, Java, SQL",Hombre Cis,False
3200000.0,Senior,8,Universitario,Completo,"Bash/Shell, PHP, Python",Hombre Cis,False
2511185.3,Semi-Senior,4,,,"Javascript, SQL",Hombre Cis,False
4555004.0,Senior,9,,,"Bash/Shell, HTML, Java, PHP, SQL",Hombre Cis,False
2000000.0,Senior,15,,,"Python, SQL",Hombre Cis,False
2074000.0,Semi-Senior,3,,,"CSS, SQL, TypeScript",Mujer Cis,False
5400000.0,Senior,9,,,"Bash/Shell, Go",Hombre Cis,False
1560000.0,Senior,15,Universitario,Completo,"HTML, Javascript, PHP, Python, SQL",Hombre Cis,False
600000.0,Senior,15,,,Python,Hombre Cis,False
5200000.0,Senior,10,,,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
3380000.0,Senior,12,Universitario,Completo,Python,Hombre Cis,False
2419925.0,Senior,20,Universitario,Completo,"Arduino, Bash/Shell, C, Java",Hombre Cis,False
1121056.0,Junior,2,Universitario,En curso,"Python, SQL",Hombre Cis,False
1700000.0,Senior,10,,,"Javascript, PHP, SQL",Hombre Cis,False
